"Time",1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032
"Total by MOUD[Bup]",0,0,0,0,6457.52,18353.1,41868.3,80241.2,119135,176044,218322,266726,315333,362613,403088,447415,498835,547256,629498,709612,752379,799711,823841,841613,869438,896761,896285,854809,809321,766505,726468,688911,654142,625518
"Total nonfatal overdoses",304759,354782,393643,434160,477258,520092,563450,603560,649696,693994,738715,779938,815026,837509,854513,864601,872651,888313,893780,878398,855777,847966,812603,772056,727185,681123,639933,607620,578563,551523,526356,503017,482110,464415
"Total overdose deaths",9620.8,10973.6,11988.3,13016.4,14177.9,15302.3,16420.8,17556.5,19047.2,20115.3,21311.8,22435.5,23419.6,23999.4,24714.9,25998.5,29328,36563.8,46897.2,52018.6,55640.8,62580,63514.4,63295.6,61873.5,59598.7,57264.6,55435.6,53568.3,51614.6,49626.3,47648.5,45807.7,44244.2
"Total Rx misuse initiation",2.23132E+06,2.32154E+06,2.43515E+06,2.37665E+06,2.36696E+06,2.31861E+06,2.24013E+06,2.21612E+06,2.1874E+06,2.15188E+06,2.0822E+06,2.0321E+06,1.92507E+06,1.82205E+06,1.71635E+06,1.62153E+06,1.53184E+06,1.43432E+06,1.28858E+06,1.13822E+06,1.02001E+06,934079,850971,777865,716688,668284,631966,606044,589138,579761,576562,578420,584382,593598
"Total with UD",1.3926E+06,1.60791E+06,1.78568E+06,1.96295E+06,2.14615E+06,2.33434E+06,2.52568E+06,2.71734E+06,2.92669E+06,3.14541E+06,3.3637E+06,3.57545E+06,3.7719E+06,3.93759E+06,4.06258E+06,4.15037E+06,4.20378E+06,4.2292E+06,4.19856E+06,4.1193E+06,4.0097E+06,3.90136E+06,3.76059E+06,3.6051E+06,3.44088E+06,3.27529E+06,3.11695E+06,2.97452E+06,2.84267E+06,2.71963E+06,2.60478E+06,2.49777E+06,2.39914E+06,2.30999E+06
"Tx engagement total[Bup]",0,0,0,0,18412.8,38981.1,83922.8,151349,204327,301800,345358,421045,489173,554780,605822,672707,751434,817128,957907,1.06347E+06,1.10134E+06,1.16676E+06,1.18995E+06,1.21182E+06,1.24147E+06,1.25901E+06,1.19091E+06,1.12114E+06,1.06113E+06,1.00554E+06,953449,904474,861316,827326
"Nonfatal ODs Rx OUD with H",10905.1,13883.7,16381.6,17897.3,19870,23021.2,25420.7,29220.3,34803.3,39903.8,45006.1,52351.6,54245.4,46351.4,52830.2,57558.5,54355.3,44852.4,33562,23076.8,15722.8,11435.1,8549.4,6488.79,5062.84,4081.39,3386.25,2891.97,2523.18,2236.97,2007.51,1818.27,1658.93,1523.95
"Nonfatal ODs HUD",79363.4,96771.9,102123,106216,111947,116376,123259,127535,134585,140772,150182,160127,176123,200684,217927,237567,265322,306590,342175,360977,371543,392764,385223,371773,353349,332586,314210,300920,288465,276117,263917,251951,240913,231619
"Nonfatal ODs NDHU",17368.7,15246.9,14377.6,14826.3,15683.4,16262.9,17676.2,19127.2,20208.1,21598.1,23623.4,25224.3,27147.5,29673.1,30832.6,31143.8,32324.8,34999.6,37343.7,36911.9,35044.3,33086,30361,27785.3,25472.2,23469.7,21775.2,20369,19221.7,18297.1,17559,16974,16512.9,16152
"Nonfatal ODs Rx OUD no H",190822,221680,252780,286609,320719,355112,387657,418214,450625,482270,510553,533048,548569,552220,544776,530653,513440,495129,474470,451824,428543,406388,384718,362732,340429,318447,298280,281350,266399,253007,241056,230474,221216,213281
"Nonfatal ODs Rx misuse",6299.79,7199.04,7980.8,8611.11,9038.59,9319.65,9436.19,9463.84,9474.14,9449.03,9350.6,9187.56,8941.77,8579.62,8147.61,7678.89,7209.13,6742.27,6229.92,5608.27,4924.09,4293.99,3751.77,3277.25,2871.94,2540.12,2281.7,2089.13,1953.28,1865.23,1816.56,1799.92,1809.23,1839.2
"Tx seeking rate Rx OUD no H total net[Bup]",0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.495534,0.497911,0.500287,0.500287,0.500287,0.500287,0.500287,0.500287,0.500287,0.500287
"Tx seeking rate Rx OUD no H total net[MMT]",0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158
"Tx seeking rate Rx OUD no H total net[Viv]",0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158
"Tx seeking rate Rx OUD no H[Bup]",0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.309709,0.311194,0.312679,0.312679,0.312679,0.312679,0.312679,0.312679,0.312679,0.312679
"Tx seeking rate Rx OUD no H[MMT]",0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401
"Tx seeking rate Rx OUD no H[Viv]",0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194
"Tx seeking rate Rx OUD with H[Bup]",0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.309709,0.311194,0.312679,0.312679,0.312679,0.312679,0.312679,0.312679,0.312679,0.312679
"Tx seeking rate Rx OUD with H[MMT]",0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401
"Tx seeking rate Rx OUD with H[Viv]",0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194
"Tx seeking rate HUD[Bup]",1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.31993,1.32626,1.33259,1.33259,1.33259,1.33259,1.33259,1.33259,1.33259,1.33259
"Tx seeking rate HUD[MMT]",0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811
"Tx seeking rate HUD[Viv]",0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953
