"Time",1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032
"Rx OUD no PY heroin no MOUD",754697,876774,999422,1.13292E+06,1.26738E+06,1.40246E+06,1.5296E+06,1.64745E+06,1.77266E+06,1.89348E+06,2.00207E+06,2.08748E+06,2.14572E+06,2.1585E+06,2.12786E+06,2.07081E+06,2.0011E+06,1.92713E+06,1.84169E+06,1.74865E+06,1.65514E+06,1.56781E+06,1.48131E+06,1.39259E+06,1.30477E+06,1.21934E+06,1.13758E+06,1.06736E+06,1.00904E+06,957469,911593,871003,835546,805292
"Rx OUD with heroin by MOUD[Bup]",0,0,0,0,106.484,326.172,785.746,1588.97,2640.47,4303.6,5693.47,7491.41,9437.36,8695.43,9470.73,11055.6,12121.5,11327.7,10196.5,8422.61,6324.13,4789.83,3740.88,3042.11,2552.88,2215.97,1984.64,1749.84,1517.65,1331.68,1184.43,1065.25,966.399,883.349
"Rx OUD with heroin by MOUD[MMT]",610.765,433.869,514.914,628.071,661.005,754.882,798.533,929.355,1060.72,1207.81,1382.9,1577.14,1723.8,1480.54,1442.49,1504.71,1521.22,1293.15,1122.43,877.657,651.303,389.146,305.189,261.85,231.968,209.884,193.345,180.042,167.87,157.39,148.747,141.701,134.827,125.496
"Rx OUD with heroin by MOUD[Viv]",0,0,0,0,0,0,0,0,0,0,0,20.392,78.4085,120.598,209.374,323.636,504.311,751.159,822.711,686.608,514.168,344.086,286.127,247.825,218.745,197.56,181.891,168.888,157.549,148.4,140.916,134.621,129.03,123.474
"Rx OUD with heroin in remission",31402.5,29131.9,27922.5,27505.9,27519,28278.1,29726.8,31738.5,34888.5,39192.1,44380.9,50545.2,57892.8,62059.7,66039.4,71178.2,76231.2,78726.3,77963.7,74126.5,68104.5,61125.5,54112.3,47474.7,41403,35980.4,31218.6,27078.7,23492,20397,17736.4,15454.6,13500.1,11826.5
"Rx OUD with heroin in stable remission",35505.4,38298.6,40889.8,43377.2,45821.4,48280.2,50831.6,53533.6,56470.3,59761.5,63509.6,67798.9,72747.7,78282.7,84151.1,90436.8,97210,104335,111500,118375,124685,130271,135089,139166,142556,145327,147553,149303,150643,151629,152312,152735,152938,152953
"Rx OUD with PY heroin no MOUD",44057.7,56170.7,66275.9,72392.9,80354.5,93050.3,102652,117822,140160,160386,180682,209956,217093,185322,211361,230073,216751,178386,132916,90965.8,61799.6,44928.8,33536.2,25383.6,19773.5,15919.9,13158.1,11180.3,9740.99,8630.25,7741.04,7007.97,6391.12,5869.71
"Total annual Tx receipt by MOUD[Bup]",0,0,0,0,10586.1,30087,68636.5,131543,195304,288597,357905,437255,516939,594448,660800,733467,817763,897141,1.03196E+06,1.1633E+06,1.23341E+06,1.311E+06,1.35056E+06,1.37969E+06,1.38206E+06,1.38035E+06,1.37598E+06,1.33826E+06,1.26866E+06,1.20135E+06,1.1384E+06,1.07943E+06,1.02489E+06,980001
"Total by MOUD[Bup]",0,0,0,0,6457.52,18353.1,41868.3,80241.2,119135,176044,218322,266726,315333,362613,403088,447415,498835,547256,629498,709612,752379,799711,823841,841613,856080,868024,878238,854166,809740,766779,726603,688965,654150,625502
"Total nonfatal overdoses",304759,354782,393643,434160,477258,520092,563450,603560,649696,693994,738715,779938,815026,837509,854513,864601,872651,888313,893780,878398,855777,847966,812603,772056,729519,686473,643989,608447,578886,551688,526443,503056,482119,464404
"Total overdose deaths",9620.8,10973.6,11988.3,13016.4,14177.9,15302.3,16420.8,17556.5,19047.2,20115.3,21311.8,22435.5,23419.6,23999.4,24714.9,25998.5,29328,36563.8,46897.2,52018.6,55640.8,62580,63514.4,63295.6,62132.9,60197.5,57700.5,55507.1,53590.2,51622.5,49628.1,47647,45804.5,44240
"Total Rx misuse initiation",2.23132E+06,2.32154E+06,2.43515E+06,2.37665E+06,2.36696E+06,2.31861E+06,2.24013E+06,2.21612E+06,2.1874E+06,2.15188E+06,2.0822E+06,2.0321E+06,1.92507E+06,1.82205E+06,1.71635E+06,1.62153E+06,1.53184E+06,1.43432E+06,1.28858E+06,1.13822E+06,1.02001E+06,934079,850971,777865,716496,667757,631306,605553,588718,579391,576228,578115,584099,593333
"Total with UD",1.3926E+06,1.60791E+06,1.78568E+06,1.96295E+06,2.14615E+06,2.33434E+06,2.52568E+06,2.71734E+06,2.92669E+06,3.14541E+06,3.3637E+06,3.57545E+06,3.7719E+06,3.93759E+06,4.06258E+06,4.15037E+06,4.20378E+06,4.2292E+06,4.19856E+06,4.1193E+06,4.0097E+06,3.90136E+06,3.76059E+06,3.6051E+06,3.44342E+06,3.28186E+06,3.12374E+06,2.97746E+06,2.84418E+06,2.72046E+06,2.60523E+06,2.498E+06,2.39923E+06,2.30998E+06
"Tx engagement total[Bup]",0,0,0,0,18412.8,38981.1,83922.8,151349,204327,301800,345358,421045,489173,554780,605822,672707,751434,817128,957907,1.06347E+06,1.10134E+06,1.16676E+06,1.18995E+06,1.21182E+06,1.20989E+06,1.20581E+06,1.19973E+06,1.12307E+06,1.06167E+06,1.00577E+06,953543,904496,861301,827287
"Nonfatal ODs Rx OUD with H",10905.1,13883.7,16381.6,17897.3,19870,23021.2,25420.7,29220.3,34803.3,39903.8,45006.1,52351.6,54245.4,46351.4,52830.2,57558.5,54355.3,44852.4,33562,23076.8,15722.8,11435.1,8549.4,6488.79,5069.75,4094.73,3396.46,2892.07,2520.96,2234.06,2004.44,1815.27,1656.09,1521.29
"Nonfatal ODs HUD",79363.4,96771.9,102123,106216,111947,116376,123259,127535,134585,140772,150182,160127,176123,200684,217927,237567,265322,306590,342175,360977,371543,392764,385223,371773,355130,336563,316999,301341,288584,276158,263924,251943,240898,231600
"Nonfatal ODs NDHU",17368.7,15246.9,14377.6,14826.3,15683.4,16262.9,17676.2,19127.2,20208.1,21598.1,23623.4,25224.3,27147.5,29673.1,30832.6,31143.8,32324.8,34999.6,37343.7,36911.9,35044.3,33086,30361,27785.3,25472.6,23470.2,21776.1,20366.9,19216.1,18288.9,17549.1,16963.2,16501.7,16140.8
"Nonfatal ODs Rx OUD no H",190822,221680,252780,286609,320719,355112,387657,418214,450625,482270,510553,533048,548569,552220,544776,530653,513440,495129,474470,451824,428543,406388,384718,362732,340975,319806,299540,281762,266614,253145,241151,230536,221256,213305
"Nonfatal ODs Rx misuse",6299.79,7199.04,7980.8,8611.11,9038.59,9319.65,9436.19,9463.84,9474.14,9449.03,9350.6,9187.56,8941.77,8579.62,8147.61,7678.89,7209.13,6742.27,6229.92,5608.27,4924.09,4293.99,3751.77,3277.25,2871.53,2538.27,2277.94,2085.25,1949.92,1862.41,1814.19,1797.9,1807.48,1837.67
"Tx seeking rate Rx OUD no H total net[Bup]",0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.495534,0.497911,0.500287,0.500287,0.500287,0.500287,0.500287,0.500287,0.500287,0.500287
"Tx seeking rate Rx OUD no H total net[MMT]",0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158
"Tx seeking rate Rx OUD no H total net[Viv]",0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158
"Tx seeking rate Rx OUD no H[Bup]",0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.309709,0.311194,0.312679,0.312679,0.312679,0.312679,0.312679,0.312679,0.312679,0.312679
"Tx seeking rate Rx OUD no H[MMT]",0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401
"Tx seeking rate Rx OUD no H[Viv]",0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194
"Tx seeking rate Rx OUD with H[Bup]",0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.309709,0.311194,0.312679,0.312679,0.312679,0.312679,0.312679,0.312679,0.312679,0.312679
"Tx seeking rate Rx OUD with H[MMT]",0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401
"Tx seeking rate Rx OUD with H[Viv]",0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194
"Tx seeking rate HUD[Bup]",1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.31993,1.32626,1.33259,1.33259,1.33259,1.33259,1.33259,1.33259,1.33259,1.33259
"Tx seeking rate HUD[MMT]",0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811
"Tx seeking rate HUD[Viv]",0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953
