"Time",1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032
"Rx OUD with heroin by MOUD[Bup]",0,0,0,0,106.484,326.172,785.746,1588.97,2640.47,4303.6,5693.47,7491.41,9437.36,8695.43,9470.73,11055.6,12121.5,11327.7,10196.5,8422.61,6324.13,4789.83,3740.88,3042.11,2595.56,2303.57,2030.58,1739.63,1501.92,1317.35,1171.88,1054.12,956.334,874.04
"Rx OUD with heroin by MOUD[MMT]",610.765,433.869,514.914,628.071,661.005,754.882,798.533,929.355,1060.72,1207.81,1382.9,1577.14,1723.8,1480.54,1442.49,1504.71,1521.22,1293.15,1122.43,877.657,651.303,389.146,305.189,261.85,232.356,211.292,195.278,180.695,167.847,157.158,148.466,141.418,134.882,125.807
"Rx OUD with heroin by MOUD[Viv]",0,0,0,0,0,0,0,0,0,0,0,20.392,78.4085,120.598,209.374,323.636,504.311,751.159,822.711,686.608,514.168,344.086,286.127,247.825,219.278,198.94,182.947,168.829,157.446,148.327,140.858,134.565,129.024,123.494
"Rx OUD with heroin in remission",31402.5,29131.9,27922.5,27505.9,27519,28278.1,29726.8,31738.5,34888.5,39192.1,44380.9,50545.2,57892.8,62059.7,66039.4,71178.2,76231.2,78726.3,77963.7,74126.5,68104.5,61125.5,54112.3,47474.7,41406.6,35996,31247.6,27105.2,23512.1,20411.9,17747.3,15462.5,13505.7,11830.3
"Rx OUD with heroin in stable remission",35505.4,38298.6,40889.8,43377.2,45821.4,48280.2,50831.6,53533.6,56470.3,59761.5,63509.6,67798.9,72747.7,78282.7,84151.1,90436.8,97210,104335,111500,118375,124685,130271,135089,139166,142556,145328,147556,149310,150652,151639,152323,152747,152951,152966
"Rx OUD with PY heroin no MOUD",44057.7,56170.7,66275.9,72392.9,80354.5,93050.3,102652,117822,140160,160386,180682,209956,217093,185322,211361,230073,216751,178386,132916,90965.8,61799.6,44928.8,33536.2,25383.6,19734.6,15843.4,13118.1,11199.9,9771.02,8661.35,7770.72,7035.45,6415.64,5891.27
"Total annual Tx receipt by MOUD[Bup]",0,0,0,0,10586.1,30087,68636.5,131543,195304,288597,357905,437255,516939,594448,660800,733467,817763,897141,1.03196E+06,1.1633E+06,1.23341E+06,1.311E+06,1.35056E+06,1.37969E+06,1.40363E+06,1.42605E+06,1.39387E+06,1.32706E+06,1.25643E+06,1.19004E+06,1.12792E+06,1.06962E+06,1.01529E+06,970178
"Total by MOUD[Bup]",0,0,0,0,6457.52,18353.1,41868.3,80241.2,119135,176044,218322,266726,315333,362613,403088,447415,498835,547256,629498,709612,752379,799711,823841,841613,869438,896761,889657,847019,801936,759563,719915,682703,648027,619232
"Total nonfatal overdoses",304759,354782,393643,434160,477258,520092,563450,603560,649696,693994,738715,779938,815026,837509,854513,864601,872651,888313,893780,878398,855777,847966,812603,772056,727185,681123,641117,609155,580118,553042,527820,504419,483273,465456
"Total overdose deaths",9620.8,10973.6,11988.3,13016.4,14177.9,15302.3,16420.8,17556.5,19047.2,20115.3,21311.8,22435.5,23419.6,23999.4,24714.9,25998.5,29328,36563.8,46897.2,52018.6,55640.8,62580,63514.4,63295.6,61873.5,59598.7,57400.6,55609,53742.8,51783.9,49788.6,47802.9,45928.4,44349
"Total Rx misuse initiation",2.23132E+06,2.32154E+06,2.43515E+06,2.37665E+06,2.36696E+06,2.31861E+06,2.24013E+06,2.21612E+06,2.1874E+06,2.15188E+06,2.0822E+06,2.0321E+06,1.92507E+06,1.82205E+06,1.71635E+06,1.62153E+06,1.53184E+06,1.43432E+06,1.28858E+06,1.13822E+06,1.02001E+06,934079,850971,777865,716688,668284,631875,605878,588917,579495,576255,578075,584019,593213
"Total with UD",1.3926E+06,1.60791E+06,1.78568E+06,1.96295E+06,2.14615E+06,2.33434E+06,2.52568E+06,2.71734E+06,2.92669E+06,3.14541E+06,3.3637E+06,3.57545E+06,3.7719E+06,3.93759E+06,4.06258E+06,4.15037E+06,4.20378E+06,4.2292E+06,4.19856E+06,4.1193E+06,4.0097E+06,3.90136E+06,3.76059E+06,3.6051E+06,3.44088E+06,3.27529E+06,3.11824E+06,2.97657E+06,2.84498E+06,2.72201E+06,2.60714E+06,2.50007E+06,2.40113E+06,2.31175E+06
"Tx engagement total[Bup]",0,0,0,0,18412.8,38981.1,83922.8,151349,204327,301800,345358,421045,489173,554780,605822,672707,751434,817128,957907,1.06347E+06,1.10134E+06,1.16676E+06,1.18995E+06,1.21182E+06,1.24147E+06,1.25901E+06,1.17851E+06,1.11077E+06,1.05151E+06,996472,944864,896326,852755,818786
"Nonfatal ODs Rx OUD with H",10905.1,13883.7,16381.6,17897.3,19870,23021.2,25420.7,29220.3,34803.3,39903.8,45006.1,52351.6,54245.4,46351.4,52830.2,57558.5,54355.3,44852.4,33562,23076.8,15722.8,11435.1,8549.4,6488.79,5062.84,4081.39,3389.59,2896.32,2527.41,2240.84,2010.98,1821.35,1661.53,1526.07
"Nonfatal ODs HUD",79363.4,96771.9,102123,106216,111947,116376,123259,127535,134585,140772,150182,160127,176123,200684,217927,237567,265322,306590,342175,360977,371543,392764,385223,371773,353349,332586,315095,302024,289557,277166,264913,252893,241634,232238
"Nonfatal ODs NDHU",17368.7,15246.9,14377.6,14826.3,15683.4,16262.9,17676.2,19127.2,20208.1,21598.1,23623.4,25224.3,27147.5,29673.1,30832.6,31143.8,32324.8,34999.6,37343.7,36911.9,35044.3,33086,30361,27785.3,25472.2,23469.7,21775.5,20370.1,19223.1,18298.4,17559.8,16974.2,16512.4,16150.7
"Nonfatal ODs Rx OUD no H",190822,221680,252780,286609,320719,355112,387657,418214,450625,482270,510553,533048,548569,552220,544776,530653,513440,495129,474470,451824,428543,406388,384718,362732,340429,318447,298575,281777,266858,253473,241522,230933,221657,213704
"Nonfatal ODs Rx misuse",6299.79,7199.04,7980.8,8611.11,9038.59,9319.65,9436.19,9463.84,9474.14,9449.03,9350.6,9187.56,8941.77,8579.62,8147.61,7678.89,7209.13,6742.27,6229.92,5608.27,4924.09,4293.99,3751.77,3277.25,2871.94,2540.12,2281.49,2088.44,1952.14,1863.75,1814.8,1797.93,1807.06,1836.94
"Tx seeking rate Rx OUD no H total net[Bup]",0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158
"Tx seeking rate Rx OUD no H total net[MMT]",0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158
"Tx seeking rate Rx OUD no H total net[Viv]",0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158
"Tx seeking rate Rx OUD no H[Bup]",0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224
"Tx seeking rate Rx OUD no H[MMT]",0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401
"Tx seeking rate Rx OUD no H[Viv]",0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194
"Tx seeking rate Rx OUD with H[Bup]",0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224
"Tx seeking rate Rx OUD with H[MMT]",0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401
"Tx seeking rate Rx OUD with H[Viv]",0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194
"Tx seeking rate HUD[Bup]",1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136
"Tx seeking rate HUD[MMT]",0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811
"Tx seeking rate HUD[Viv]",0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953
