Time,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032
Rx misuse no PY heroin,6.41519E+06,7.33092E+06,8.12699E+06,8.76885E+06,9.20415E+06,9.49036E+06,9.60903E+06,9.63718E+06,9.64767E+06,9.62209E+06,9.52186E+06,9.35582E+06,9.10553E+06,8.73673E+06,8.29675E+06,7.8194E+06,7.34096E+06,6.86541E+06,6.3435E+06,5.71021E+06,5.0134E+06,4.37172E+06,3.81961E+06,3.33644E+06,2.92405E+06,2.58704E+06,2.32498E+06,2.12984E+06,1.99213E+06,1.90284E+06,1.85346E+06,1.83659E+06,1.84595E+06,1.87619E+06
Rx OUD by MOUD[Bup],0,0,0,0,1800.54,5324.54,12513,24597.2,37605.1,56793.4,71023.7,86520.8,100651,106616,111332,116757,122135,123401,131987,141179,143320,145004,144944,148112,157148,168178,173620,168197,159610,151247,143655,136886,130930,125783
Rx OUD by MOUD[MMT],5089.71,5489.72,7827.36,10012.6,10959.5,12397.6,12839,14578.8,15544,16429,17667.3,18735.4,18919.7,17612.6,17021.8,16372.2,15647.3,13823.7,13718.5,13247.4,12880.7,9603.84,10244.7,11460.7,12729.6,13975.6,15089.4,15844.9,16288.4,16571.1,16787.3,16991.1,16860.5,16399.3
Rx OUD by MOUD[Viv],0,0,0,0,0,0,0,0,0,0,0,227.84,822.842,1542.7,2381.4,3292.54,5072.84,8565.58,11552.4,12928.2,13318.1,11702.3,12288.5,13234.4,14171,15040.5,15730.8,16111.9,16340.3,16511.3,16657.8,16801.7,16901.9,16956.2
Rx OUD no heroin by MOUD[Bup],0,0,0,0,1694.05,4998.37,11727.3,23008.2,34964.7,52489.8,65330.3,79029.4,91213.2,97920.9,101861,105701,110013,112073,121790,132756,136996,140214,141203,145070,154509,165786,171458,166319,157984,149820,142386,135744,129894,124836
Rx OUD no heroin by MOUD[MMT],4478.95,5055.85,7312.45,9384.58,10298.5,11642.7,12040.5,13649.4,14483.3,15221.2,16284.4,17158.3,17195.9,16132.1,15579.3,14867.5,14126,12530.5,12596.1,12369.7,12229.4,9214.7,9939.52,11198.9,12496.9,13763.2,14892.1,15661.4,16117.6,16411,16635.9,16846.9,16724.8,16273.7
Rx OUD no heroin by MOUD[Viv],0,0,0,0,0,0,0,0,0,0,0,207.448,744.433,1422.1,2172.03,2968.9,4568.53,7814.42,10729.7,12241.6,12803.9,11358.2,12002.4,12986.5,13951.3,14840.6,15546.4,15941.3,16181.2,16361.2,16515.3,16665.5,16771.5,16831.5
Rx OUD no heroin in remission,581928,531667,498017,478754,471650,475029,487410,507497,534745,568621,607803,649532,692084,731993,765777,792012,811111,824081,832569,837779,838543,834002,824589,812698,799129,784571,769182,751880,732390,711226,689124,666743,644604,623057
Rx OUD no heroin in stable remission,657959,709369,756032,799571,841376,882620,924309,967289,1.01231E+06,1.06007E+06,1.11116E+06,1.16597E+06,1.22465E+06,1.28709E+06,1.35282E+06,1.42109E+06,1.49111E+06,1.56221E+06,1.63379E+06,1.70549E+06,1.77692E+06,1.84758E+06,1.91693E+06,1.9846E+06,2.05041E+06,2.11422E+06,2.17598E+06,2.23556E+06,2.29276E+06,2.34741E+06,2.39938E+06,2.44864E+06,2.4952E+06,2.53914E+06
Rx OUD no PY heroin no MOUD,754697,876774,999422,1.13292E+06,1.26738E+06,1.40246E+06,1.5296E+06,1.64745E+06,1.77266E+06,1.89348E+06,2.00207E+06,2.08748E+06,2.14572E+06,2.1585E+06,2.12786E+06,2.07081E+06,2.0011E+06,1.92713E+06,1.84169E+06,1.74865E+06,1.65514E+06,1.56781E+06,1.48131E+06,1.39259E+06,1.29961E+06,1.20693E+06,1.12352E+06,1.05666E+06,999501,948691,903439,863377,828595,798809
Rx OUD with heroin by MOUD[Bup],0,0,0,0,106.484,326.172,785.746,1588.97,2640.47,4303.6,5693.47,7491.41,9437.36,8695.43,9470.73,11055.6,12121.5,11327.7,10196.5,8422.61,6324.13,4789.83,3740.88,3042.11,2638.62,2392.61,2162.62,1877.98,1625.85,1426.55,1268.97,1141.52,1036.08,947.743
Rx OUD with heroin by MOUD[MMT],610.765,433.869,514.914,628.071,661.005,754.882,798.533,929.355,1060.72,1207.81,1382.9,1577.14,1723.8,1480.54,1442.49,1504.71,1521.22,1293.15,1122.43,877.657,651.303,389.146,305.189,261.85,232.658,212.345,197.309,183.497,170.875,160.169,151.395,144.259,135.679,125.597
Rx OUD with heroin by MOUD[Viv],0,0,0,0,0,0,0,0,0,0,0,20.392,78.4085,120.598,209.374,323.636,504.311,751.159,822.711,686.608,514.168,344.086,286.127,247.825,219.647,199.867,184.434,170.567,159.171,150.024,142.533,136.225,130.352,124.715
Rx OUD with heroin in remission,31402.5,29131.9,27922.5,27505.9,27519,28278.1,29726.8,31738.5,34888.5,39192.1,44380.9,50545.2,57892.8,62059.7,66039.4,71178.2,76231.2,78726.3,77963.7,74126.5,68104.5,61125.5,54112.3,47474.7,41405.3,35995,31250.1,27115.5,23530.4,20436.5,17776.4,15494.8,13540.3,11866.2
Rx OUD with heroin in stable remission,35505.4,38298.6,40889.8,43377.2,45821.4,48280.2,50831.6,53533.6,56470.3,59761.5,63509.6,67798.9,72747.7,78282.7,84151.1,90436.8,97210,104335,111500,118375,124685,130271,135089,139166,142556,145328,147556,149310,150654,151643,152330,152757,152964,152983
Rx OUD with PY heroin no MOUD,44057.7,56170.7,66275.9,72392.9,80354.5,93050.3,102652,117822,140160,160386,180682,209956,217093,185322,211361,230073,216751,178386,132916,90965.8,61799.6,44928.8,33536.2,25383.6,19692.2,15764,12996.8,11077.7,9667.55,8575.33,7699.3,6976.21,6370.54,5857.31
Total annual Tx receipt by MOUD[Bup],0,0,0,0,10586.1,30087,68636.5,131543,195304,288597,357905,437255,516939,594448,660800,733467,817763,897141,1.03196E+06,1.1633E+06,1.23341E+06,1.311E+06,1.35056E+06,1.37969E+06,1.38541E+06,1.39403E+06,1.35562E+06,1.30135E+06,1.2336E+06,1.16891E+06,1.10831E+06,1.05146E+06,1.00075E+06,959099
Total by MOUD[Bup],0,0,0,0,6457.52,18353.1,41868.3,80241.2,119135,176044,218322,266726,315333,362613,403088,447415,498835,547256,629498,709612,752379,799711,823841,841613,883609,927852,939971,902338,855363,810511,768490,729067,693907,665027
Total nonfatal overdoses,304759,354782,393643,434160,477258,520092,563450,603560,649696,693994,738715,779938,815026,837509,854513,864601,872651,888313,893780,878398,855777,847966,812603,772056,725181,676783,634046,601303,572589,545977,521228,498283,478510,461255
Total overdose deaths,9620.8,10973.6,11988.3,13016.4,14177.9,15302.3,16420.8,17556.5,19047.2,20115.3,21311.8,22435.5,23419.6,23999.4,24714.9,25998.5,29328,36563.8,46897.2,52018.6,55640.8,62580,63514.4,63295.6,61650,59108.7,56596.2,54716.3,52886,50979.5,49039.2,47108.3,45424.4,43916.9
Total Rx misuse initiation,2.23132E+06,2.32154E+06,2.43515E+06,2.37665E+06,2.36696E+06,2.31861E+06,2.24013E+06,2.21612E+06,2.1874E+06,2.15188E+06,2.0822E+06,2.0321E+06,1.92507E+06,1.82205E+06,1.71635E+06,1.62153E+06,1.53184E+06,1.43432E+06,1.28858E+06,1.13822E+06,1.02001E+06,934079,850971,777865,716790,668545,632364,606586,589766,580449,577294,579187,585095,594287
Total with UD,1.3926E+06,1.60791E+06,1.78568E+06,1.96295E+06,2.14615E+06,2.33434E+06,2.52568E+06,2.71734E+06,2.92669E+06,3.14541E+06,3.3637E+06,3.57545E+06,3.7719E+06,3.93759E+06,4.06258E+06,4.15037E+06,4.20378E+06,4.2292E+06,4.19856E+06,4.1193E+06,4.0097E+06,3.90136E+06,3.76059E+06,3.6051E+06,3.43786E+06,3.2692E+06,3.10874E+06,2.96699E+06,2.83616E+06,2.71413E+06,2.60023E+06,2.49412E+06,2.39729E+06,2.30913E+06
Tx engagement total[Bup],0,0,0,0,18412.8,38981.1,83922.8,151349,204327,301800,345358,421045,489173,554780,605822,672707,751434,817128,957907,1.06347E+06,1.10134E+06,1.16676E+06,1.18995E+06,1.21182E+06,1.23551E+06,1.24042E+06,1.1521E+06,1.08175E+06,1.02392E+06,970659,920784,873894,836010,804061
Nonfatal ODs Rx OUD with H,10905.1,13883.7,16381.6,17897.3,19870,23021.2,25420.7,29220.3,34803.3,39903.8,45006.1,52351.6,54245.4,46351.4,52830.2,57558.5,54355.3,44852.4,33562,23076.8,15722.8,11435.1,8549.4,6488.79,5054.58,4066.5,3366.74,2873.88,2508.85,2225.81,1998.89,1811.74,1654.86,1521.76
Nonfatal ODs HUD,79363.4,96771.9,102123,106216,111947,116376,123259,127535,134585,140772,150182,160127,176123,200684,217927,237567,265322,306590,342175,360977,371543,392764,385223,371773,351813,329325,309870,296336,284170,272153,260275,248618,238594,229655
Nonfatal ODs NDHU,17368.7,15246.9,14377.6,14826.3,15683.4,16262.9,17676.2,19127.2,20208.1,21598.1,23623.4,25224.3,27147.5,29673.1,30832.6,31143.8,32324.8,34999.6,37343.7,36911.9,35044.3,33086,30361,27785.3,25471.3,23468.1,21772.2,20366.1,19220.7,18299.1,17564.3,16982.7,16525.2,16168
Nonfatal ODs Rx OUD no H,190822,221680,252780,286609,320719,355112,387657,418214,450625,482270,510553,533048,548569,552220,544776,530653,513440,495129,474470,451824,428543,406388,384718,362732,339970,317382,296752,279635,264732,251430,239569,229067,219923,212067
Nonfatal ODs Rx misuse,6299.79,7199.04,7980.8,8611.11,9038.59,9319.65,9436.19,9463.84,9474.14,9449.03,9350.6,9187.56,8941.77,8579.62,8147.61,7678.89,7209.13,6742.27,6229.92,5608.27,4924.09,4293.99,3751.77,3277.25,2872.23,2541.23,2283.82,2092.15,1956.89,1869.18,1820.68,1804.11,1813.3,1843
Tx seeking rate Rx OUD no H total net[Bup],0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158
Tx seeking rate Rx OUD no H total net[MMT],0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158
Tx seeking rate Rx OUD no H total net[Viv],0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158
Tx seeking rate Rx OUD no H[Bup],0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224
Tx seeking rate Rx OUD no H[MMT],0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401
Tx seeking rate Rx OUD no H[Viv],0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194
Tx seeking rate Rx OUD with H[Bup],0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224
Tx seeking rate Rx OUD with H[MMT],0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401
Tx seeking rate Rx OUD with H[Viv],0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194
Tx seeking rate HUD[Bup],1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136
Tx seeking rate HUD[MMT],0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811
Tx seeking rate HUD[Viv],0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953
