Time,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032
Nondisordered heroin use,428255,375937,354503,365564,386695,400977,435821,471586,493864,530034,579659,618764,666334,731517,755971,750289,746356,750734,733687,689013,629564,566990,506947,453338,407689,370038,339468,314924,295443,280081,268052,258758,251643,246218
Rx misuse no PY heroin,6.41519E+06,7.33092E+06,8.12699E+06,8.76885E+06,9.20415E+06,9.49036E+06,9.60903E+06,9.63718E+06,9.64767E+06,9.62209E+06,9.52186E+06,9.35582E+06,9.10553E+06,8.73673E+06,8.29675E+06,7.8194E+06,7.34096E+06,6.86541E+06,6.3435E+06,5.71021E+06,5.0134E+06,4.37172E+06,3.81961E+06,3.33644E+06,2.92343E+06,2.58336E+06,2.31659E+06,2.11863E+06,1.98146E+06,1.89584E+06,1.85243E+06,1.84118E+06,1.85482E+06,1.88863E+06
Rx OUD by MOUD[Bup],0,0,0,0,1800.54,5324.54,12513,24597.2,37605.1,56793.4,71023.7,86520.8,100651,106616,111332,116757,122135,123401,131987,141179,143320,145004,144944,148112,155449,163323,171670,176821,181878,187273,191120,186338,179092,172006
Rx OUD by MOUD[MMT],5089.71,5489.72,7827.36,10012.6,10959.5,12397.6,12839,14578.8,15544,16429,17667.3,18735.4,18919.7,17612.6,17021.8,16372.2,15647.3,13823.7,13718.5,13247.4,12880.7,9603.84,10244.7,11460.7,12709.8,13874.8,14919.8,15821.7,16603.7,17336.8,17537.1,16966.5,16265.8,15607.9
Rx OUD by MOUD[Viv],0,0,0,0,0,0,0,0,0,0,0,227.84,822.842,1542.7,2381.4,3292.54,5072.84,8565.58,11552.4,12928.2,13318.1,11702.3,12288.5,13234.4,14141.6,14939.8,15633.8,16189.5,16669.6,17112.2,17435.9,17443.4,17427.2,17442.2
Rx OUD no heroin by MOUD[Bup],0,0,0,0,1694.05,4998.37,11727.3,23008.2,34964.7,52489.8,65330.3,79029.4,91213.2,97920.9,101861,105701,110013,112073,121790,132756,136996,140214,141203,145070,152819,160962,169494,174820,180011,185502,189432,184783,177671,170703
Rx OUD no heroin by MOUD[MMT],4478.95,5055.85,7312.45,9384.58,10298.5,11642.7,12040.5,13649.4,14483.3,15221.2,16284.4,17158.3,17195.9,16132.1,15579.3,14867.5,14126,12530.5,12596.1,12369.7,12229.4,9214.7,9939.52,11198.9,12477.7,13664.6,14726.1,15641,16432.5,17172.3,17381.8,16824.5,16136.5,15489.4
Rx OUD no heroin by MOUD[Viv],0,0,0,0,0,0,0,0,0,0,0,207.448,744.433,1422.1,2172.03,2968.9,4568.53,7814.42,10729.7,12241.6,12803.9,11358.2,12002.4,12986.5,13922.9,14742.6,15452.8,16021,16510,16959.5,17289.2,17304,17294.2,17314.8
Rx OUD no heroin in remission,581928,531667,498017,478754,471650,475029,487410,507497,534745,568621,607803,649532,692084,731993,765777,792012,811111,824081,832569,837779,838543,834002,824589,812698,797925,780344,761372,742177,723271,704871,687151,669273,650691,631781
Rx OUD no heroin in stable remission,657959,709369,756032,799571,841376,882620,924309,967289,1.01231E+06,1.06007E+06,1.11116E+06,1.16597E+06,1.22465E+06,1.28709E+06,1.35282E+06,1.42109E+06,1.49111E+06,1.56221E+06,1.63379E+06,1.70549E+06,1.77692E+06,1.84758E+06,1.91693E+06,1.9846E+06,2.05037E+06,2.11393E+06,2.17508E+06,2.23375E+06,2.28999E+06,2.34384E+06,2.39539E+06,2.4447E+06,2.49174E+06,2.53646E+06
Rx OUD no PY heroin no MOUD,754697,876774,999422,1.13292E+06,1.26738E+06,1.40246E+06,1.5296E+06,1.64745E+06,1.77266E+06,1.89348E+06,2.00207E+06,2.08748E+06,2.14572E+06,2.1585E+06,2.12786E+06,2.07081E+06,2.0011E+06,1.92713E+06,1.84169E+06,1.74865E+06,1.65514E+06,1.56781E+06,1.48131E+06,1.39259E+06,1.30257E+06,1.21611E+06,1.13339E+06,1.05809E+06,987304,921007,861884,818117,783163,753966
Rx OUD with heroin by MOUD[Bup],0,0,0,0,106.484,326.172,785.746,1588.97,2640.47,4303.6,5693.47,7491.41,9437.36,8695.43,9470.73,11055.6,12121.5,11327.7,10196.5,8422.61,6324.13,4789.83,3740.88,3042.11,2630.44,2360.85,2176.11,2001.08,1867.08,1771.47,1688.31,1555.04,1421.24,1302.8
Rx OUD with heroin by MOUD[MMT],610.765,433.869,514.914,628.071,661.005,754.882,798.533,929.355,1060.72,1207.81,1382.9,1577.14,1723.8,1480.54,1442.49,1504.71,1521.22,1293.15,1122.43,877.657,651.303,389.146,305.189,261.85,232.172,210.185,193.619,180.752,171.22,164.452,155.381,141.976,129.382,118.456
Rx OUD with heroin by MOUD[Viv],0,0,0,0,0,0,0,0,0,0,0,20.392,78.4085,120.598,209.374,323.636,504.311,751.159,822.711,686.608,514.168,344.086,286.127,247.825,218.747,197.22,181.047,168.559,159.564,152.74,146.635,139.396,132.976,127.344
Rx OUD with heroin in remission,31402.5,29131.9,27922.5,27505.9,27519,28278.1,29726.8,31738.5,34888.5,39192.1,44380.9,50545.2,57892.8,62059.7,66039.4,71178.2,76231.2,78726.3,77963.7,74126.5,68104.5,61125.5,54112.3,47474.7,41383.5,35926.3,31132,26971.7,23391,20323.5,17704,15463.7,13542.9,11895.1
Rx OUD with heroin in stable remission,35505.4,38298.6,40889.8,43377.2,45821.4,48280.2,50831.6,53533.6,56470.3,59761.5,63509.6,67798.9,72747.7,78282.7,84151.1,90436.8,97210,104335,111500,118375,124685,130271,135089,139166,142555,145323,147541,149282,150611,151588,152265,152688,152894,152915
Rx OUD with PY heroin no MOUD,44057.7,56170.7,66275.9,72392.9,80354.5,93050.3,102652,117822,140160,160386,180682,209956,217093,185322,211361,230073,216751,178386,132916,90965.8,61799.6,44928.8,33536.2,25383.6,19678,15760.1,12928.3,10904.7,9381.85,8177.05,7221,6520.02,5961.55,5491.03
Total annual Tx receipt by MOUD[Bup],0,0,0,0,10586.1,30087,68636.5,131543,195304,288597,357905,437255,516939,594448,660800,733467,817763,897141,1.03196E+06,1.1633E+06,1.23341E+06,1.311E+06,1.35056E+06,1.37969E+06,1.2142E+06,1.09571E+06,1.00788E+06,1.01875E+06,1.02751E+06,1.03512E+06,1.0343E+06,1.00273E+06,966066,930266
Total by MOUD[Bup],0,0,0,0,6457.52,18353.1,41868.3,80241.2,119135,176044,218322,266726,315333,362613,403088,447415,498835,547256,629498,709612,752379,799711,823841,841613,885310,929444,975011,985523,993999,1.00136E+06,1.00057E+06,970031,934560,899927
Total nonfatal overdoses,304759,354782,393643,434160,477258,520092,563450,603560,649696,693994,738715,779938,815026,837509,854513,864601,872651,888313,893780,878398,855777,847966,812603,772056,727057,682441,638052,598449,560179,523722,492917,471710,453641,437439
Total overdose deaths,9620.8,10973.6,11988.3,13016.4,14177.9,15302.3,16420.8,17556.5,19047.2,20115.3,21311.8,22435.5,23419.6,23999.4,24714.9,25998.5,29328,36563.8,46897.2,52018.6,55640.8,62580,63514.4,63295.6,61853.4,59715.5,56961,54258.5,51320.5,48304.8,45790.3,44220,42804.3,41445.4
Total Rx misuse initiation,2.23132E+06,2.32154E+06,2.43515E+06,2.37665E+06,2.36696E+06,2.31861E+06,2.24013E+06,2.21612E+06,2.1874E+06,2.15188E+06,2.0822E+06,2.0321E+06,1.92507E+06,1.82205E+06,1.71635E+06,1.62153E+06,1.53184E+06,1.43432E+06,1.28858E+06,1.13822E+06,1.02001E+06,934079,850971,777865,716330,667216,630287,604590,588348,579978,577827,580301,586753,596543
Total with UD,1.3926E+06,1.60791E+06,1.78568E+06,1.96295E+06,2.14615E+06,2.33434E+06,2.52568E+06,2.71734E+06,2.92669E+06,3.14541E+06,3.3637E+06,3.57545E+06,3.7719E+06,3.93759E+06,4.06258E+06,4.15037E+06,4.20378E+06,4.2292E+06,4.19856E+06,4.1193E+06,4.0097E+06,3.90136E+06,3.76059E+06,3.6051E+06,3.43483E+06,3.26745E+06,3.10114E+06,2.95619E+06,2.81562E+06,2.68128E+06,2.5583E+06,2.45309E+06,2.3585E+06,2.27216E+06
Tx engagement total[Bup],0,0,0,0,18412.8,38981.1,83922.8,151349,204327,301800,345358,421045,489173,554780,605822,672707,751434,817128,957907,1.06347E+06,1.10134E+06,1.16676E+06,1.18995E+06,1.21182E+06,1.06831E+06,953452,866217,858154,864557,870096,845448,808665,777815,749242
Nonfatal ODs Rx OUD with H,10905.1,13883.7,16381.6,17897.3,19870,23021.2,25420.7,29220.3,34803.3,39903.8,45006.1,52351.6,54245.4,46351.4,52830.2,57558.5,54355.3,44852.4,33562,23076.8,15722.8,11435.1,8549.4,6488.79,5048.06,4058.68,3343.43,2832.08,2447.18,2143.33,1901.52,1719.44,1572.63,1448.57
Nonfatal ODs HUD,79363.4,96771.9,102123,106216,111947,116376,123259,127535,134585,140772,150182,160127,176123,200684,217927,237567,265322,306590,342175,360977,371543,392764,385223,371773,353203,333315,312100,293219,274106,255307,240189,231115,222916,214970
Nonfatal ODs NDHU,17368.7,15246.9,14377.6,14826.3,15683.4,16262.9,17676.2,19127.2,20208.1,21598.1,23623.4,25224.3,27147.5,29673.1,30832.6,31143.8,32324.8,34999.6,37343.7,36911.9,35044.3,33086,30361,27785.3,25469,23461.8,21759.9,20343.8,19187.5,18255.2,17512.6,16931.1,16481.2,16135.2
Nonfatal ODs Rx OUD no H,190822,221680,252780,286609,320719,355112,387657,418214,450625,482270,510553,533048,548569,552220,544776,530653,513440,495129,474470,451824,428543,406388,384718,362732,340466,319068,298573,279974,262492,246154,231494,220136,210849,203031
Nonfatal ODs Rx misuse,6299.79,7199.04,7980.8,8611.11,9038.59,9319.65,9436.19,9463.84,9474.14,9449.03,9350.6,9187.56,8941.77,8579.62,8147.61,7678.89,7209.13,6742.27,6229.92,5608.27,4924.09,4293.99,3751.77,3277.25,2871.62,2537.61,2275.58,2081.14,1946.41,1862.31,1819.66,1808.62,1822.01,1855.22
Tx seeking rate Rx OUD no H total net[Bup],0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.497911,0.502663,0.507416,0.507416,0.507416,0.507416,0.507416,0.507416,0.507416,0.507416
Tx seeking rate Rx OUD no H total net[MMT],0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158
Tx seeking rate Rx OUD no H total net[Viv],0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158,0.493158
Tx seeking rate Rx OUD no H[Bup],0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.311194,0.314165,0.317135,0.317135,0.317135,0.317135,0.317135,0.317135,0.317135,0.317135
Tx seeking rate Rx OUD no H[MMT],0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401
Tx seeking rate Rx OUD no H[Viv],0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194
Tx seeking rate Rx OUD with H[Bup],0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.308224,0.311194,0.314165,0.317135,0.317135,0.317135,0.317135,0.317135,0.317135,0.317135,0.317135
Tx seeking rate Rx OUD with H[MMT],0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401,0.0277401
Tx seeking rate Rx OUD with H[Viv],0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194,0.157194
Tx seeking rate HUD[Bup],1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.3136,1.32626,1.33892,1.35158,1.35158,1.35158,1.35158,1.35158,1.35158,1.35158,1.35158
Tx seeking rate HUD[MMT],0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811,0.859811
Tx seeking rate HUD[Viv],0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953,0.214953
